ID,NAME_CONTRACT_TYPE,CODE_GENDER,FLAG_OWN_CAR,FLAG_OWN_REALTY,CNT_CHILDREN,AMT_INCOME_TOTAL,AMT_CREDIT,AMT_ANNUITY,AMT_GOODS_PRICE,NAME_TYPE_SUITE,NAME_INCOME_TYPE,NAME_EDUCATION_TYPE,NAME_FAMILY_STATUS,NAME_HOUSING_TYPE,REGION_POPULATION_RELATIVE,DAYS_BIRTH,DAYS_EMPLOYED,DAYS_REGISTRATION,DAYS_ID_PUBLISH,OWN_CAR_AGE,FLAG_MOBIL,FLAG_EMP_PHONE,FLAG_WORK_PHONE,FLAG_CONT_MOBILE,FLAG_PHONE,FLAG_EMAIL,OCCUPATION_TYPE,CNT_FAM_MEMBERS,REGION_RATING_CLIENT,REGION_RATING_CLIENT_W_CITY,WEEKDAY_APPR_PROCESS_START,HOUR_APPR_PROCESS_START,REG_REGION_NOT_LIVE_REGION,REG_REGION_NOT_WORK_REGION,LIVE_REGION_NOT_WORK_REGION,REG_CITY_NOT_LIVE_CITY,REG_CITY_NOT_WORK_CITY,LIVE_CITY_NOT_WORK_CITY,ORGANIZATION_TYPE,EXT_SOURCE_1,EXT_SOURCE_2,EXT_SOURCE_3,APARTMENTS_AVG,BASEMENTAREA_AVG,YEARS_BEGINEXPLUATATION_AVG,YEARS_BUILD_AVG,COMMONAREA_AVG,ELEVATORS_AVG,ENTRANCES_AVG,FLOORSMAX_AVG,FLOORSMIN_AVG,LANDAREA_AVG,LIVINGAPARTMENTS_AVG,LIVINGAREA_AVG,NONLIVINGAPARTMENTS_AVG,NONLIVINGAREA_AVG,APARTMENTS_MODE,BASEMENTAREA_MODE,YEARS_BEGINEXPLUATATION_MODE,YEARS_BUILD_MODE,COMMONAREA_MODE,ELEVATORS_MODE,ENTRANCES_MODE,FLOORSMAX_MODE,FLOORSMIN_MODE,LANDAREA_MODE,LIVINGAPARTMENTS_MODE,LIVINGAREA_MODE,NONLIVINGAPARTMENTS_MODE,NONLIVINGAREA_MODE,APARTMENTS_MEDI,BASEMENTAREA_MEDI,YEARS_BEGINEXPLUATATION_MEDI,YEARS_BUILD_MEDI,COMMONAREA_MEDI,ELEVATORS_MEDI,ENTRANCES_MEDI,FLOORSMAX_MEDI,FLOORSMIN_MEDI,LANDAREA_MEDI,LIVINGAPARTMENTS_MEDI,LIVINGAREA_MEDI,NONLIVINGAPARTMENTS_MEDI,NONLIVINGAREA_MEDI,FONDKAPREMONT_MODE,HOUSETYPE_MODE,TOTALAREA_MODE,WALLSMATERIAL_MODE,EMERGENCYSTATE_MODE,OBS_30_CNT_SOCIAL_CIRCLE,DEF_30_CNT_SOCIAL_CIRCLE,OBS_60_CNT_SOCIAL_CIRCLE,DEF_60_CNT_SOCIAL_CIRCLE,DAYS_LAST_PHONE_CHANGE,FLAG_DOCUMENT_2,FLAG_DOCUMENT_3,FLAG_DOCUMENT_4,FLAG_DOCUMENT_5,FLAG_DOCUMENT_6,FLAG_DOCUMENT_7,FLAG_DOCUMENT_8,FLAG_DOCUMENT_9,FLAG_DOCUMENT_10,FLAG_DOCUMENT_11,FLAG_DOCUMENT_12,FLAG_DOCUMENT_13,FLAG_DOCUMENT_14,FLAG_DOCUMENT_15,FLAG_DOCUMENT_16,FLAG_DOCUMENT_17,FLAG_DOCUMENT_18,FLAG_DOCUMENT_19,FLAG_DOCUMENT_20,FLAG_DOCUMENT_21,AMT_REQ_CREDIT_BUREAU_HOUR,AMT_REQ_CREDIT_BUREAU_DAY,AMT_REQ_CREDIT_BUREAU_WEEK,AMT_REQ_CREDIT_BUREAU_MON,AMT_REQ_CREDIT_BUREAU_QRT,AMT_REQ_CREDIT_BUREAU_YEAR
34,Cash loans,M,Y,N,2,315000,675000,53329.5,675000,Unaccompanied,Commercial associate,Higher education,Married,House / apartment,0.035792,-14402,-2583,-3394,-3940,15,1,1,1,1,1,0,,4,2,2,FRIDAY,9,0,0,0,0,0,0,Business Entity Type 3,0.675186375,0.675771924,0.221335206,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,-2038,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
35,Cash loans,F,N,Y,0,135000,760225.5,30280.5,679500,Unaccompanied,Pensioner,Higher education,Married,House / apartment,0.019101,-21274,365243,-14086,-4379,,1,0,0,1,0,0,,2,2,2,FRIDAY,12,0,0,0,0,0,0,XNA,,0.784967425,0.683268831,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,-293,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
36,Cash loans,F,N,Y,2,112500,835380,40320,675000,Unaccompanied,Working,Secondary / secondary special,Married,House / apartment,0.018801,-12754,-5040,-3828,-3507,,1,1,0,1,0,0,Medicine staff,4,2,2,THURSDAY,14,0,0,0,0,1,1,University,0.69381769,0.580378083,0.798137231,0.034,0,0.9732,0.6328,0.0101,0,0.0345,0.0417,0.0833,0.0254,0.0277,0.0135,0,0,0.0347,0,0.9732,0.6472,0.0102,0,0.0345,0.0417,0.0833,0.0259,0.0303,0.0111,0,0,0.0344,0,0.9732,0.6377,0.0102,0,0.0345,0.0417,0.0833,0.0258,0.0282,0.0137,0,0,not specified,block of flats,0.0128,Block,No,0,0,0,0,-234,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
37,Cash loans,M,N,Y,1,126000,331920,18135,225000,Unaccompanied,Working,Secondary / secondary special,Married,House / apartment,0.00733,-16227,-1002,-651,-4504,,1,1,0,1,0,0,Drivers,3,2,2,THURSDAY,10,0,0,0,0,0,0,Business Entity Type 3,0.204151144,0.405771811,0.090814709,0.0371,0,0.999,0.9864,0,0,0.1034,0.0417,0.0833,0,0.0303,0.0373,0,0,0.0378,0,0.999,0.9869,0,0,0.1034,0.0417,0.0833,0,0.0331,0.0388,0,0,0.0375,0,0.999,0.9866,0,0,0.1034,0.0417,0.0833,0,0.0308,0.0379,0,0,not specified,block of flats,0.0343,"Stone, brick",No,7,0,6,0,-381,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2
38,Cash loans,F,N,Y,0,90000,76410,7555.5,67500,Unaccompanied,Working,Secondary / secondary special,Single / not married,House / apartment,0.008625,-21011,-339,-5354,-4376,,1,1,0,1,1,0,,1,2,2,WEDNESDAY,15,0,0,0,0,0,0,Bank,0.786978749,0.566380375,0.411848556,0.2216,0.1314,0.9876,0.83,0.1299,0.24,0.2069,0.3333,0.375,0.0489,0.1807,0.2245,0,0,0.2258,0.1363,0.9876,0.8367,0.1311,0.2417,0.2069,0.3333,0.375,0.05,0.1974,0.2339,0,0,0.2238,0.1314,0.9876,0.8323,0.1307,0.24,0.2069,0.3333,0.375,0.0497,0.1838,0.2285,0,0,reg oper account,block of flats,0.2346,Panel,No,0,0,0,0,-1551,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
39,Cash loans,F,N,Y,0,144000,454500,44406,454500,Unaccompanied,Working,Secondary / secondary special,Married,House / apartment,0.026392,-17125,-5212,-4596,-679,,1,1,1,1,1,0,,2,2,2,MONDAY,13,0,0,0,0,1,1,Other,,0.694129171,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,-2364,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,
40,Cash loans,F,N,Y,1,810000,990432,58041,855000,Unaccompanied,Commercial associate,Secondary / secondary special,Civil marriage,House / apartment,0.019689,-14843,-4297,-5176,-3041,,1,1,1,1,0,0,Managers,3,2,2,FRIDAY,9,0,0,0,0,0,0,Self-employed,0.463698844,0.501800484,0.380799683,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,0,2,0,-1657,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
41,Revolving loans,F,N,Y,0,90000,270000,13500,270000,Unaccompanied,Commercial associate,Higher education,Married,House / apartment,0.02461,-10860,-1922,-4796,-1681,,1,1,0,1,0,0,High skill tech staff,2,2,2,FRIDAY,14,0,0,0,1,1,0,Business Entity Type 3,,0.639985196,0.689479143,0.0082,0.0254,0.9856,0.8028,0,0,0.0345,0.0417,0.0833,0.0044,0.0067,0.0074,0,0.0201,0.0084,0.0264,0.9856,0.8105,0,0,0.0345,0.0417,0.0833,0.0045,0.0073,0.0078,0,0.0213,0.0083,0.0254,0.9856,0.8054,0,0,0.0345,0.0417,0.0833,0.0045,0.0068,0.0076,0,0.0205,reg oper spec account,block of flats,0.0102,"Stone, brick",No,0,0,0,0,-1114,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
42,Cash loans,F,N,Y,0,112500,1288350,37800,1125000,Unaccompanied,Working,Secondary / secondary special,Separated,House / apartment,0.008019,-19504,-1337,-1460,-2686,,1,1,1,1,0,0,Laborers,1,2,2,TUESDAY,9,0,0,0,0,0,0,Business Entity Type 3,,0.431058006,0.600657537,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,-417,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1
43,Cash loans,F,N,N,0,94500,360000,19660.5,360000,Unaccompanied,Commercial associate,Secondary / secondary special,Married,Municipal apartment,0.003818,-10123,-2449,-2260,-2792,,1,1,1,1,0,0,Sales staff,2,2,2,MONDAY,7,0,0,0,1,1,0,Trade: type 7,,0.555539553,0.845437922,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No,0,0,0,0,-354,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
44,Cash loans,F,N,N,0,265500,814041,23931,679500,Unaccompanied,Working,Secondary / secondary special,Married,House / apartment,0.04622,-16179,-8377,-9905,-4206,,1,1,1,1,1,0,,2,1,1,FRIDAY,12,0,0,0,0,0,0,Business Entity Type 2,0.540414889,0.7077328,0.542445144,0.0608,0,0.9801,0.728,0.0094,0,0.1379,0.1667,0.2083,0.1541,0.0496,0.0601,0,0,0.062,0,0.9801,0.7387,0.0095,0,0.1379,0.1667,0.2083,0.1576,0.0542,0.0627,0,0,0.0614,0,0.9801,0.7316,0.0095,0,0.1379,0.1667,0.2083,0.1567,0.0504,0.0612,0,0,reg oper account,block of flats,0.0473,Panel,No,0,0,0,0,-2259,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,4
45,Cash loans,F,Y,Y,0,315000,983299.5,41791.5,904500,Unaccompanied,Working,Higher education,Married,House / apartment,0.022625,-17479,-2923,-2726,-997,22,1,1,1,1,1,0,Managers,2,2,2,MONDAY,12,0,0,0,0,0,0,Self-employed,,0.612545321,0.743559314,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7,0,7,0,-2218,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4
46,Cash loans,F,N,Y,0,90000,256500,20695.5,256500,Other_A,Commercial associate,Secondary / secondary special,Separated,House / apartment,0.018209,-13205,-1351,-6419,-4001,,1,1,0,1,0,0,Sales staff,1,3,3,TUESDAY,11,0,0,0,0,0,0,Business Entity Type 3,,0.131034305,0.781378238,0.4351,0.34,0.9816,0.7484,0.2205,0.48,0.4138,0.3333,0.375,0.1834,0.3387,0.462,0.0347,0.0303,0.4433,0.3528,0.9816,0.7583,0.2225,0.4834,0.4138,0.3333,0.375,0.1876,0.3701,0.4813,0.035,0.0321,0.4393,0.34,0.9816,0.7518,0.2219,0.48,0.4138,0.3333,0.375,0.1866,0.3446,0.4703,0.0349,0.031,reg oper account,block of flats,0.4839,Panel,No,0,0,0,0,-1117,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
47,Cash loans,F,Y,Y,0,103500,1078200,31653,900000,Unaccompanied,Pensioner,Secondary / secondary special,Married,House / apartment,0.009334,-21425,365243,-2258,-4731,8,1,0,0,1,0,0,,2,2,2,MONDAY,15,0,0,0,0,0,0,XNA,0.716204423,0.652313792,0.716570245,0.1237,0.105,0.9776,,,0,0.2759,0.1667,,0.0931,,0.111,,0,0.1261,0.1089,0.9777,,,0,0.2759,0.1667,,0.0952,,0.1157,,0,0.1249,0.105,0.9776,,,0,0.2759,0.1667,,0.0947,,0.113,,0,,block of flats,0.0966,Panel,No,3,0,3,0,-1352,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1
48,Revolving loans,F,N,Y,0,202500,270000,13500,270000,Family,Working,Secondary / secondary special,Separated,House / apartment,0.00733,-19619,-7975,-7057,-3140,,1,1,0,1,0,0,,1,2,2,THURSDAY,14,0,0,0,0,0,0,Military,,0.649939354,0.560284328,0.034,0.0648,0.9906,0.8708,,,0.1034,0.0833,,,,0.0367,,0.0152,0.0347,0.0673,0.9906,0.8759,,,0.1034,0.0833,,,,0.0382,,0.0161,0.0344,0.0648,0.9906,0.8725,,,0.1034,0.0833,,,,0.0373,,0.0155,,block of flats,0.0321,Monolithic,No,1,0,1,0,-1811,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7
49,Cash loans,M,N,Y,0,135000,436032,26806.5,360000,Unaccompanied,Working,Secondary / secondary special,Civil marriage,House / apartment,0.030755,-21793,-2262,-4141,-4658,,1,1,0,1,0,0,,2,2,2,TUESDAY,12,0,0,0,0,0,0,Business Entity Type 3,0.513272228,0.709710032,0.391054977,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,0,2,0,-1782,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
50,Cash loans,M,N,Y,0,153000,284400,13387.5,225000,Unaccompanied,Working,Secondary / secondary special,Married,House / apartment,0.010966,-19452,-2364,-5,-241,,1,1,0,1,0,0,Laborers,2,2,2,THURSDAY,13,0,0,0,0,1,1,Business Entity Type 3,0.653377591,0.235770515,0.1411151,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,1,0,-1160,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,0,1
51,Cash loans,F,N,Y,0,99000,675000,21906,675000,Family,Pensioner,Secondary / secondary special,Separated,House / apartment,0.003069,-21659,365243,-3612,-4617,,1,0,0,1,1,0,,1,3,3,FRIDAY,10,0,0,0,0,0,0,XNA,0.823335553,0.517379607,0.619527708,0.1505,0.0969,0.9851,,,0.16,0.1379,0.3333,,0.0221,,0.0908,,4.00E-04,0.1534,0.1006,0.9851,,,0.1611,0.1379,0.3333,,0.0226,,0.0946,,5.00E-04,0.152,0.0969,0.9851,,,0.16,0.1379,0.3333,,0.0225,,0.0925,,4.00E-04,,block of flats,0.12,Panel,No,3,1,3,0,-311,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
52,Cash loans,F,N,Y,1,67500,348264,34573.5,315000,Family,State servant,Secondary / secondary special,Married,House / apartment,0.010276,-15963,-865,-1375,-5380,,1,1,0,1,0,0,Core staff,3,2,2,SUNDAY,16,0,0,0,0,1,1,Security,,0.576042274,0.819317692,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No,2,0,2,0,-2184,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3
53,Cash loans,M,Y,Y,1,180000,1078200,31653,900000,Family,Pensioner,Higher education,Married,House / apartment,0.003069,-20985,365243,-76,-3749,18,1,0,0,1,0,0,,3,3,3,TUESDAY,13,0,0,0,0,0,0,XNA,,0.772647952,0.609275667,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0838,,No,0,0,0,0,-1133,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
54,Cash loans,F,Y,Y,2,135000,1138900.5,33300,994500,Unaccompanied,State servant,Higher education,Married,House / apartment,0.006852,-14053,-5540,-1747,-4819,16,1,1,0,1,0,0,Core staff,4,3,3,SATURDAY,5,0,0,0,0,1,1,School,0.610781058,0.383950582,0.669056695,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
55,Revolving loans,M,N,N,0,54000,225000,11250,225000,Unaccompanied,Pensioner,Lower secondary,Married,With parents,0.035792,-22961,365243,-1640,-1652,,1,0,0,1,0,0,,2,2,2,WEDNESDAY,17,0,0,0,0,0,0,XNA,0.68192858,0.581496048,0.410102573,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,-1390,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5
56,Cash loans,F,N,Y,0,153000,625536,26851.5,540000,Unaccompanied,Commercial associate,Higher education,Married,House / apartment,0.035792,-7789,-485,-4810,-253,,1,1,1,1,0,0,High skill tech staff,2,2,2,TUESDAY,17,1,1,0,1,1,0,Trade: type 3,,0.195151073,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,-104,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,,,,,,
57,Revolving loans,F,N,Y,0,360000,675000,33750,675000,Unaccompanied,Commercial associate,Incomplete higher,Married,House / apartment,0.007305,-21900,-2911,-11509,-4433,,1,1,0,1,1,0,Managers,2,3,3,WEDNESDAY,11,0,0,0,0,0,0,Other,,0.405023303,0.497468889,0.0309,0.0471,0.9861,0.8096,,0,0.1034,0.1667,0.2083,0.0082,0.0252,0.039,0,0,0.0315,0.0489,0.9861,0.8171,,0,0.1034,0.1667,0.2083,0.0084,0.0275,0.0406,0,0,0.0312,0.0471,0.9861,0.8121,,0,0.1034,0.1667,0.2083,0.0083,0.0257,0.0397,0,0,reg oper account,block of flats,0.0306,Panel,No,1,0,1,0,-2160,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
58,Cash loans,F,N,N,0,148500,1155226.5,37264.5,904500,Unaccompanied,Working,Incomplete higher,Married,House / apartment,0.008068,-9083,-753,-3192,-833,,1,1,1,1,0,0,,2,3,3,MONDAY,8,0,0,0,1,1,0,Business Entity Type 3,0.200313555,0.167752555,0.54065445,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,1,1,-744,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,9
59,Cash loans,M,Y,Y,0,180000,582228,15489,486000,Unaccompanied,Working,Secondary / secondary special,Married,House / apartment,0.016612,-19633,-1411,-105,-3166,1,1,1,0,1,0,0,Managers,2,2,2,WEDNESDAY,15,0,1,1,0,1,1,Business Entity Type 3,0.174038446,0.077219564,0.23791608,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,1,4,0,-541,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
60,Revolving loans,F,N,Y,0,292500,450000,22500,450000,Unaccompanied,Pensioner,Secondary / secondary special,Single / not married,House / apartment,0.01885,-21802,365243,-4299,-4349,,1,0,0,1,0,0,,1,2,2,WEDNESDAY,9,0,0,0,0,0,0,XNA,,0.54543187,0.70620511,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,-488,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,6
61,Cash loans,F,N,N,0,54000,315000,17086.5,315000,Unaccompanied,Working,Secondary / secondary special,Married,House / apartment,0.01885,-14779,-2027,-1900,-4098,,1,1,0,1,0,0,Sales staff,2,2,2,MONDAY,13,0,0,0,0,0,0,Self-employed,,0.393996605,0.403141677,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,-1150,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
62,Cash loans,F,N,Y,0,103500,258709.5,14980.5,234000,Unaccompanied,Pensioner,Secondary / secondary special,Widow,House / apartment,0.020246,-22973,365243,-3908,-3985,,1,0,0,1,0,0,,1,3,3,WEDNESDAY,10,0,0,0,0,0,0,XNA,,0.13281231,0.191821602,0.0742,0.051,0.9871,0.8232,,0.08,0.069,0.3333,0.375,0.0375,0.0605,0.0751,0,0,0.0756,0.053,0.9871,0.8301,,0.0806,0.069,0.3333,0.375,0.0384,0.0661,0.0783,0,0,0.0749,0.051,0.9871,0.8256,,0.08,0.069,0.3333,0.375,0.0382,0.0616,0.0765,0,0,reg oper account,block of flats,0.0591,Panel,No,7,0,7,0,-1026,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
63,Cash loans,F,N,Y,0,135000,320382,15543,229500,Unaccompanied,Pensioner,Secondary / secondary special,Separated,House / apartment,0.01885,-21454,365243,-11612,-4804,,1,0,0,1,0,0,,1,2,2,WEDNESDAY,9,0,0,0,0,0,0,XNA,0.698182909,0.704947801,0.673830078,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,1,3,0,-604,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1
64,Cash loans,F,Y,N,0,90000,339948,29209.5,315000,Unaccompanied,Working,Secondary / secondary special,Married,House / apartment,0.028663,-10677,-2688,-8459,-754,1,1,1,1,1,1,0,Sales staff,2,2,2,WEDNESDAY,9,0,0,0,0,0,0,Trade: type 7,0.422789158,0.205732994,0.595456203,0.0794,0,0.9856,0.8028,0.006,0,0.1724,0.1667,0.2083,0.0465,0.0639,0.0724,0.0039,0.0087,0.0809,0,0.9856,0.8105,0.0061,0,0.1724,0.1667,0.2083,0.0475,0.0698,0.0754,0.0039,0.0093,0.0802,0,0.9856,0.8054,0.0061,0,0.1724,0.1667,0.2083,0.0473,0.065,0.0737,0.0039,0.0089,reg oper account,block of flats,0.0588,"Stone, brick",No,0,0,0,0,-255,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
65,Cash loans,M,Y,Y,0,90000,604152,29196,540000,Unaccompanied,Commercial associate,Higher education,Married,House / apartment,0.006008,-20415,-308,-315,-3828,4,1,1,0,1,0,0,Security staff,2,2,2,TUESDAY,14,0,0,0,0,1,1,Security,0.684310834,0.57869959,0.399675616,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0,1,0,-1461,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
66,Cash loans,F,N,Y,2,67500,445500,20767.5,445500,Unaccompanied,Working,Secondary / secondary special,Married,House / apartment,0.018801,-14790,-956,-2177,-5286,,1,1,1,1,0,0,Cleaning staff,4,2,2,THURSDAY,11,0,0,0,0,0,0,Trade: type 7,0.473295362,0.154848336,0.511891802,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,0,3,0,-351,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
67,Cash loans,F,N,Y,2,180000,1006920,51543,900000,Family,Working,Secondary / secondary special,Married,House / apartment,0.003541,-14198,-2179,-2135,-2995,,1,1,0,1,0,0,Medicine staff,4,1,1,TUESDAY,10,0,0,0,0,0,0,Medicine,0.650091187,0.548379679,0.6041126,0.0186,0,0.9871,0.8232,0,0,0.1034,0.0417,0.0417,0.0431,0,0.0158,0,0.0057,0.0189,0,0.9871,0.8301,0,0,0.1034,0.0417,0.0417,0.0441,0,0.0165,0,0.006,0.0187,0,0.9871,0.8256,0,0,0.1034,0.0417,0.0417,0.0438,0,0.0161,0,0.0058,not specified,block of flats,0.0137,Wooden,No,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
68,Cash loans,F,N,N,0,135000,438493.5,19444.5,333000,Unaccompanied,Pensioner,Secondary / secondary special,Married,House / apartment,0.018634,-23660,365243,-313,-3694,,1,0,0,1,0,0,,2,2,2,THURSDAY,15,0,0,0,0,0,0,XNA,,0.479457926,0.6075573,0.3216,0.1737,0.9876,,,0.16,0.1379,0.3333,,0.1414,,0.205,,0.0022,0.3277,0.1803,0.9876,,,0.1611,0.1379,0.3333,,0.1446,,0.2136,,0.0023,0.3248,0.1737,0.9876,,,0.16,0.1379,0.3333,,0.1438,,0.2087,,0.0023,,block of flats,0.2067,Panel,No,0,0,0,0,-23,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
69,Cash loans,F,N,Y,1,382500,971280,51876,900000,Unaccompanied,Working,Secondary / secondary special,Separated,House / apartment,0.007274,-15132,-5188,-7353,-4850,,1,1,0,1,0,0,Sales staff,2,2,2,MONDAY,13,0,0,0,0,0,0,Trade: type 7,,0.205204647,0.771361592,0.1485,0.0931,0.9891,0.8504,0.0342,0.16,0.1379,0.3333,0.0417,0.037,0.121,0.1523,0,0,0.1513,0.0966,0.9891,0.8563,0.0345,0.1611,0.1379,0.3333,0.0417,0.0378,0.1322,0.1587,0,0,0.1499,0.0931,0.9891,0.8524,0.0345,0.16,0.1379,0.3333,0.0417,0.0376,0.1231,0.155,0,0,reg oper account,block of flats,0.1385,Panel,No,0,0,0,0,-1760,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
70,Cash loans,F,N,Y,0,103500,270000,10561.5,270000,Unaccompanied,Commercial associate,Higher education,Single / not married,With parents,0.018209,-9395,-288,-4136,-2088,,1,1,1,1,0,0,Core staff,1,3,3,THURSDAY,14,0,0,0,1,1,0,Business Entity Type 2,0.350143205,0.539423667,0.289611238,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,-1030,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2
71,Cash loans,F,Y,N,1,266085,808650,22234.5,675000,Unaccompanied,Commercial associate,Higher education,Married,House / apartment,0.008019,-12380,-109,-918,-4449,5,1,1,1,1,0,1,,3,2,2,THURSDAY,12,0,1,1,0,1,1,Business Entity Type 1,0.843377448,0.694101314,0.684827659,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,-6,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
